TowNum,Tow_Firm,Tow_Firm_Address,Tow_Firm_Phone,Vehicle_State,Vehicle_Plate,Vehicle_Year,Make,Model,Color,Tow_From_Address,Date,Time,geom
344257,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,,,2001,HONDA,ACCORD,TAN,,1092018,1242,"(41.7492035384924, -72.6739631379684)"
344256,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,,,2002,HONDA,ODYSSEY,GRAY,,1092018,1210,"(41.760465851126, -72.6890848669286)"
344259,,,860-296-1518,CT,4AKJD2,2005,HONDA,ACCORD,TAN,,1092018,1340,"(41.7724793087826, -72.6928372421875)"
344266,BENTON AUTO BODY,"155 FRANKLIN AV. HARTFORD, CT 06114",860-246-7771,CT,AK77493,2014,HONDA,ACCORD,GRY,,1092018,1654,"(41.7294649082035, -72.6811436422333)"
344280,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AC47445,2001,HONDA,ACCORD,TAN,,1102018,956,"(41.7874789919115, -72.6729160979586)"
344285,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,,,2000,HONDA,CIVIC,GREEN,,1102018,956,"(41.7874789919115, -72.6729160979586)"
344284,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,,,2000,HONDA,CIVIC,GREEN,,1102018,956,"(41.7874789919115, -72.6729160979586)"
344290,WHITEY'S FRAME SHOP,"305 WEST SERVICE RD. HARTFORD, CT 06120",860-246-6871,CT,1AUPH5,2007,HONDA,ODYSSEEY,RED,,1102018,1000,"(41.7625340970567, -72.6829069927827)"
344299,,,860-236-2602,,,2000,HONDA,ACCORD,TAN,,1102018,1853,"(41.7646434748352, -72.7000773194451)"
344310,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,00EWNC,1994,HONDA,CIVIC,GRAY,,1112018,131,"(41.8053222465286, -72.6955140204903)"
344327,WHITEY'S FRAME SHOP,"305 WEST SERVICE RD. HARTFORD, CT 06120",860-246-6871,,,1993,HONDA,CIVIC,BLUE,,1112018,1244,"(41.7608459408656, -72.6905637091656)"
344335,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,9ABXL2,2011,HONDA,PILOT LX,GRY,,1112018,1844,"(41.7476905354666, -72.6865518435009)"
344349,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,885ZTV,2006,HONDA,ACCORD,GRAY,,1122018,447,"(41.7402263859838, -72.6993548558059)"
344359,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,AK00079,2008,HONDA,ACCORD,GRAY,,1122018,1237,"(41.7659056801521, -72.7141192881593)"
344372,CENTRAL GARAGE,"36 BOND ST. HARTFORD,CT 06114",860-296-1426,CT,00FDBN,1997,HONDA,ACCORD,TAN,,1132018,235,"(41.7369118742422, -72.6916241389803)"
344385,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,AG86149,1996,HONDA,CIVIC,RED,,1132018,1640,"(41.7628400266462, -72.6824291893468)"
344389,,,860-296-1426,CT,715MCV,1999,HONDA,ACCORD,BLACK,,1132018,1759,"(41.7934246595091, -72.6669571340677)"
344400,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AA35133,2003,HONDA,ACCORD,GREY,,1142018,6,"(41.7937220432269, -72.681679089629)"
344402,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AD448601,2003,HONDA,ACCORD EX,GREY,,1142018,227,"(41.7402263859838, -72.6993548558059)"
344409,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,AK51750,2009,HONDA,ACCORD,GRAY,,1142018,1111,"(41.7315389131544, -72.7134112424871)"
344407,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,AK28496,1999,HONDA,ACCORD,PURPLE,,1142018,740,"(41.7412265293708, -72.6836789833206)"
344419,WHITEY'S FRAME SHOP,"305 WEST SERVICE RD. HARTFORD, CT 06120",860-246-6871,CT,AH78607,1998,HONDA,ACCORD,BLACK,,1142018,1936,"(41.7764750180423, -72.681040891416)"
344421,BENTON AUTO BODY,"155 FRANKLIN AV. HARTFORD, CT 06114",860-246-7771,CT,AH89559,2011,HONDA,CRV,GRY,,1152018,135,"(41.8036572524101, -72.7007227707531)"
344430,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AH54977,2004,HONDA,ACCORD,SILVER,,1152018,941,"(41.7815577771147, -72.6857879194815)"
344440,CT AUTO & TOWING LLC,"42,JANSEN COURT,WEST HARTFORD,CT,99999",860-216-5474,CT,7AVLV7,1998,HONDA,CIVIC,WHITE,,1152018,1516,"(41.7636320192134, -72.7094196242721)"
344445,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,AK06814,2008,HONDA,ACC,BLK,,1152018,1817,"(41.7587425891687, -72.6694969056521)"
344462,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,,,1999,HONDA,ACC,BROWN,,1162018,1020,"(41.7651263397238, -72.7072063988657)"
344466,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,,,1997,HONDA,CR-V,GRN,,1162018,1041,"(41.764592507389, -72.7072939041449)"
344469,,,860-296-1426,CT,AM32827,2005,HONDA,ACCORD,BLACK,,1162018,1207,"(41.7458487936474, -72.682857900576)"
344481,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,AL75100,1998,HONDA,ACCORD,BLK,,1162018,1845,"(41.7465534433079, -72.6940357518307)"
344492,CT AUTO & TOWING LLC,"42,JANSEN COURT,WEST HARTFORD,CT,99999",860-216-5474,,,2000,HONDA,ACCORD,GREEN,,1172018,231,"(41.7639956692386, -72.688500462431)"
344490,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,AH32134,2007,HONDA,ACCORD,GRY,,1172018,221,"(41.7995674398453, -72.6910801651508)"
344510,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,,,2003,HONDA,CIVIC,SILVER,,1172018,825,"(41.7725897658725, -72.6900531174749)"
344549,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,AB75609,2003,HONDA,ACCORD,BLACK,,1172018,926,"(41.7612722236067, -72.7152704113269)"
344551,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,2AUXK2,2015,HONDA,CRV,BLACK,,1172018,942,"(41.738442634335, -72.7042354091006)"
344617,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,AD23108,2006,HONDA,ACCORD,TAN,,1172018,854,"(41.7417745095896, -72.6878245199905)"
344564,CENTRAL GARAGE,"36 BOND ST. HARTFORD,CT 06114",860-296-1426,MA,2MH819,1996,HONDA,CIVIC,GRAY,,1172018,838,"(41.7326681618733, -72.6977400602608)"
344558,BENTON AUTO BODY,"155 FRANKLIN AV. HARTFORD, CT 06114",860-246-7771,CT,751GZL,2002,HONDA,ACCORD,RED,,1172018,836,"(41.7444600733869, -72.6750032776163)"
344693,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,4AJRL8,1997,HONDA,ACCORD,GRY,,1182018,2053,"(41.7381709267879, -72.6985654029778)"
344565,CENTRAL GARAGE,"36 BOND ST. HARTFORD,CT 06114",860-296-1426,CT,7AFDW7,2003,HONDA,ACCORD,GRAY,,1172018,838,"(41.7337992133184, -72.7076239869362)"
344528,WHITEY'S FRAME SHOP,"305 WEST SERVICE RD. HARTFORD, CT 06120",860-246-6871,,,1997,HONDA,ACCORD,BROWN,,1172018,831,"(41.7787105246207, -72.6921342785647)"
344516,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,,,1999,HONDA,ACCORD,PURPLE,,1172018,825,"(41.7716666313082, -72.6916701252268)"
344626,A & N AUTO,"1516,PARK ST,HARTFORD,CT,06106",860-233-7079,CT,AK82001,1999,HONDA,CIVIC,GRN,,1172018,858,"(41.772325345394, -72.6915200906748)"
344619,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,4AGXH6,1996,HONDA,PASSPORT,GRAY,,1172018,855,"(41.7399258678148, -72.6865373280733)"
344515,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,AL09268,1999,HONDA,ACCORD,TAN,,1172018,825,"(41.7710949274828, -72.6918200773211)"
344595,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,AM54618,2007,HONDA,ACCORD,BROWN,,1172018,846,"(41.7481877163591, -72.6865126275991)"
344596,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,AF91011,2001,HONDA,ACCORD,GRAY,,1172018,846,"(41.7481877163591, -72.6865126275991)"
344636,,,860-233-7079,CT,927ZON,1995,HONDA,CIVIC,GRAY,,1172018,1136,"(41.7586840926068, -72.6748263134816)"
344575,WHITEY'S FRAME SHOP,"305 WEST SERVICE RD. HARTFORD, CT 06120",860-246-6871,CT,6AHTL0,2003,HONDA,CIVIC,BLACK,,1172018,842,"(41.8056964349218, -72.70234375655)"
344646,,,860-296-9663,NY,HLV5096,1998,HONDA,ACCORD,GOLD,,1172018,2000,"(41.7770767979723, -72.6982134221867)"
344652,A & N AUTO,"1516,PARK ST,HARTFORD,CT,06106",860-233-7079,,,2004,HONDA,ACCORD,GRY,,1172018,2159,"(41.73272494926, -72.6951125821973)"
344665,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,9ABNJ1,2005,HONDA,ACCORD EX,TAN,,1182018,332,"(41.7458487936474, -72.682857900576)"
344664,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AD56051,2014,HONDA,ACCORD,BLACK,,1182018,311,"(41.7449167309263, -72.683190816624)"
344666,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AC73225,1999,HONDA,ACCORD,TAN,,1182018,415,"(41.7458487936474, -72.682857900576)"
344668,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AD43770,2012,HONDA,ACCORD,GRAY,,1182018,504,"(41.7458487936474, -72.682857900576)"
344679,,,860-246-7771,CT,AH54872,2006,HONDA,ACCORD,GRAY,,1182018,1346,"(41.7435703378345, -72.7067235344382)"
344688,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,AK70348,2000,HONDA,ACCORD,GOLD,,1182018,1745,"(41.7746001645747, -72.6917781803314)"
344695,,,860-296-9663,CT,AK21272,2004,HONDA,CRV,GRAY,,1182018,2139,"(41.7865715354154, -72.6728119942042)"
344697,WHITEY'S FRAME SHOP,"305 WEST SERVICE RD. HARTFORD, CT 06120",860-246-6871,CT,AG73032,2008,HONDA,ACCORD,SILVER,,1182018,2236,"(41.7631880798401, -72.6841168370615)"
344704,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,PA,JYX6831,2002,HONDA,ACCORD,WHITE,,1192018,222,"(41.7804820491106, -72.6812609320829)"
343338,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,4AVNH7,2000,HONDA,ACCORD EX,TAN,,12212017,1605,"(41.7913518022228, -72.669661160515)"
343286,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,,,2003,HONDA,ACCORD,BLK,,12202017,1239,"(41.7805563924831, -72.6881691901514)"
343305,,,860-296-5382,NY,GAN8319,2006,HONDA,ELEMENT,BLUE,,12202017,2351,"(41.7683161730412, -72.6947171092347)"
343319,WHITEY'S FRAME SHOP,"305 WEST SERVICE RD. HARTFORD, CT 06120",860-246-6871,,,1992,HONDA,CIV,BLUE,,12212017,922,"(41.7746033408264, -72.6960729865981)"
343326,WHITEY'S FRAME SHOP,"305 WEST SERVICE RD. HARTFORD, CT 06120",860-246-6871,,,2001,HONDA,ODYSSEY,WHITE,,12212017,1117,"(41.7460922785468, -72.6745753767994)"
343341,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,995TMA,1992,HONDA,ACCORD,TAN,,12212017,1816,"(41.7984437794843, -72.6894865173552)"
343367,CT AUTO & TOWING LLC,"42,JANSEN COURT,WEST HARTFORD,CT,99999",860-216-5474,CT,228XJF,2000,HONDA,ACCORD,TAN,,12222017,1305,"(41.7685590403331, -72.7003344197133)"
343350,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,499ZLX,2012,HONDA,ACCORD,BLACK,,12212017,2116,"(41.7636151594737, -72.6755787522695)"
343349,CT AUTO & TOWING LLC,"42,JANSEN COURT,WEST HARTFORD,CT,99999",860-216-5474,CT,822ZMM,2012,HONDA,ACCORD,GRY,,12212017,2113,"(41.7529493673713, -72.6992303953966)"
343353,CT AUTO & TOWING LLC,"42,JANSEN COURT,WEST HARTFORD,CT,99999",860-216-5474,CT,768NCA,2006,HONDA,CR-V,GREEN,,12222017,24,"(41.7670897972513, -72.6795927112564)"
343355,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AJ04563,2009,HONDA,CIVIC,WHITE,,12222017,300,"(41.759965307023, -72.7098369556519)"
343371,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AG48004,1996,HONDA,CIVIC,WHITE,,12222017,1733,"(41.7700025470151, -72.6947931533328)"
343512,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,MA,R72713,2001,HONDA,ODYSSE,BROWN,,12282017,1429,"(41.7530760255614, -72.7089789265284)"
343389,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,135THW,1996,HONDA,ACCORD EX,BLACK,,12232017,1922,"(41.7883363088202, -72.7037177957398)"
343388,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,767UPN,2007,HONDA,ACCORD EX,RED,,12232017,1919,"(41.7883363088202, -72.7037177957398)"
343387,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,,,1998,HONDA,ACCORD EX,BLACK,,12232017,1901,"(41.7802387333795, -72.6910581075227)"
343403,A & N AUTO,"1516,PARK ST,HARTFORD,CT,06106",860-233-7079,,,2004,HONDA,ACCORD,BLACK,,12242017,451,"(41.7376489266626, -72.6987096457597)"
343407,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,,,1995,HONDA,ACCORD,GOLD,,12242017,1729,"(41.7791732031694, -72.6979515790296)"
343437,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,AC52258,2013,HONDA,ACCORD,BLK,,12262017,2245,"(41.7705825171346, -72.6743392527755)"
343425,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,336YCN,2001,HONDA,ACCORD,GRY,,12262017,1643,"(41.7784913575627, -72.7134455708565)"
343424,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,831WCT,2004,HONDA,ACCORD,TAN,,12262017,1636,"(41.7913535723828, -72.673791775429)"
343435,,,860-296-9663,CT,AG47395,1992,HONDA,ACCORD,WHITE,,12262017,2206,"(41.7794271987387, -72.684173689542)"
343456,CENTRAL GARAGE,"36 BOND ST. HARTFORD,CT 06114",860-296-1426,CT,382TNU,2003,HONDA,ACCORD,GREY,,12272017,1224,"(41.7290924324532, -72.669041934031)"
343492,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CR,AK70348,2000,HONDA,ACCORD,GLD,,12282017,849,"(41.7789735601651, -72.6880157123817)"
343493,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,AE82923,2011,HONDA,ACCORD,GRY,,12282017,905,"(41.736528131445, -72.6942132117736)"
343518,WHITEY'S FRAME SHOP,"305 WEST SERVICE RD. HARTFORD, CT 06120",860-246-6871,CT,AB42480,2002,HONDA,ODYSSEY,GREEN,,12282017,1710,"(41.7319210178759, -72.6744293147284)"
343472,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,AC36971,2009,HONDA,CIVIC,BLACK,,12272017,2114,"(41.7355088342169, -72.6750524218942)"
343470,BENTON AUTO BODY,"155 FRANKLIN AV. HARTFORD, CT 06114",860-246-7771,,,2002,HONDA,ACCORD,RED,,12272017,2106,"(41.7581778645611, -72.6874767399634)"
343468,WHITEY'S FRAME SHOP,"305 WEST SERVICE RD. HARTFORD, CT 06120",860-246-6871,CT,9AVBJ8,2015,HONDA,CRV,GRAY,,12272017,1830,"(41.7581778645611, -72.6874767399634)"
343474,,,860-236-2602,CT,AC77941,2000,HONDA,ACCORD,GREEN,,12272017,2234,"(41.7720451778763, -72.6947249921929)"
343485,CT AUTO & TOWING LLC,"42,JANSEN COURT,WEST HARTFORD,CT,99999",860-216-5474,CT,AK20726,2014,HONDA,ACCORD EX-,TAN,,12282017,142,"(41.7670897972513, -72.6795927112564)"
343495,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,9ANME1,2003,HONDA,ACCORD,SILVER,,12282017,1041,"(41.7651738033007, -72.7000326367118)"
343504,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,4ATUS4,1996,HONDA,CIVIC,BLU,,12282017,1221,"(41.7674957526656, -72.6865822292519)"
343520,,,860-233-7079,CT,447NTB,2005,HONDA,PILOT,TAN,,12282017,2102,"(41.7886117653323, -72.6821436210072)"
343526,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,AC47125,2006,HONDA,ODYSSEY,GREEN,,12292017,600,"(41.7716841189226, -72.6935076519013)"
343542,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AK70081,2006,HONDA,ODYSSEY,TAN,,12292017,1225,"(41.7712915721432, -72.6957384919854)"
343583,CT AUTO & TOWING LLC,"42,JANSEN COURT,WEST HARTFORD,CT,99999",860-216-5474,CT,754UTD,2006,HONDA,CIVIC,WHITE,,12312017,53,"(41.7670897972513, -72.6795927112564)"
343550,BENTON AUTO BODY,"155 FRANKLIN AV. HARTFORD, CT 06114",860-246-7771,CT,AD62042,2010,HONDA,CIVIC,SILVER,,12292017,1824,"(41.7856734638274, -72.6966121806145)"
343564,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,,,2008,HONDA,CRV,GRAY,,12302017,146,"(41.7650967122593, -72.6939473333911)"
343563,,,860-296-2826,CT,AB67261,1998,HONDA,CIVIC,WHITE,,12302017,141,"(41.737397025547, -72.6708791795093)"
343566,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AL23020,2003,HONDA,ACCORD,SILVER,,12302017,504,"(41.7727963435963, -72.6889293492224)"
343568,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,AC37458,2016,HONDA,CRV,BLUE,,12302017,1347,"(41.7795773892122, -72.6860057685021)"
343656,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,AC02794,2014,HONDA,CIV,BLUE,,1022018,1709,"(41.7684712925531, -72.6757945456467)"
